channel,watch_time_minutes,stream_time_minutes,peak_viewers,average_viewers,followers,followers_gained,views_gained,partnered,mature,language,tier,engagement_rate,viewer_retention,growth_rate,watch_efficiency,views_per_follower,quality_score,is_mega,is_top_quartile
GrandPOObear,231011760,101175,13295,2230,253619,44926,3877237,True,True,English,Elite,0.008792716634006128,0.16773223016171493,0.44404250061774153,2283.2889547813197,15.287644064521979,0.09092225633239374,0,0
Pun1shers_TV,230552955,123345,6289,1961,82289,51159,4148542,True,False,Greek,Elite,0.023830645651302117,0.31181427889966606,0.41476346832056427,1869.1714702663262,50.41429595693228,0.17516490225728917,0,0
gamelifeow,229805670,99600,37939,1659,234471,169229,8373012,True,False,Russian,Elite,0.007075501874432233,0.04372808982840876,1.6990863453815261,2307.285843373494,35.71022429212994,0.026377060039892538,0,0
Sh4dowehhh,229762950,112875,11788,2012,84234,70619,6477747,True,False,Russian,Elite,0.02388584182159223,0.17068204954190702,0.6256389811738648,2035.5521594684385,76.90180924567277,0.10068779244789605,0,0
LuluLuvely,229749045,107070,10110,2178,431852,360592,6019198,True,False,English,Elite,0.005043394496262609,0.21543026706231455,3.367815447837863,2145.783552815915,13.938103794818595,0.1192280645895582,0,0
Swifty,229431480,122160,19884,1572,615027,71011,8647522,True,False,English,Large,0.0025559853469847666,0.07905853952926976,0.5812950229207596,1878.12278978389,14.06039409651934,0.0408567872244335,0,0
Mibrtv,228640020,82620,151094,3310,250709,242229,6671227,True,False,Portuguese,Elite,0.013202557546797283,0.021906892398109785,2.931844589687727,2767.3689179375456,26.609443617899636,0.020099190658466288,0,0
PsheroTV,228376905,184215,10739,1166,202779,59927,5384623,True,True,English,Elite,0.005750102328150351,0.10857621752490922,0.3253100996118666,1239.7302336943246,26.554145153097707,0.05775010678598954,0,0
bytarifaaa,228077640,15390,121009,13435,638657,629175,3651549,True,False,Spanish,Large,0.02103633092567685,0.11102479980827873,40.882066276803116,14819.859649122807,5.717543219599879,0.1359110639976299,0,1
Alderiate,227675805,69030,11480,3337,319860,80730,5471250,True,False,French,Elite,0.010432689301569436,0.2906794425087108,1.1694915254237288,3298.2153411560193,17.10513974864003,0.15822944966248884,0,0
Solaaaa,227479455,96375,16718,2227,309594,107558,5135340,True,False,German,Elite,0.007193291859661363,0.13320971408063165,1.116036316472114,2360.3575097276266,16.58733696389465,0.07291441032380074,0,0
Strippin,227458650,121575,9127,1816,293665,19904,3115313,True,False,English,Elite,0.006183917048337391,0.19897008874767175,0.16371786962780177,1870.9327575570635,10.608390512999506,0.10565228556766298,0,0
Mendo,226473345,99480,25321,1959,518090,176007,5487693,True,True,English,Large,0.003781196317242178,0.0773666126930216,1.769270205066345,2276.5716224366706,10.592161593545523,0.042617259985768215,0,0
Pikabooirl,225939795,103740,21309,2146,237214,78399,5574448,True,False,English,Elite,0.00904668358528586,0.10070862077056643,0.7557258530942741,2177.942886061307,23.49965853617409,0.056031428740958254,0,0
Skadoodle,225401640,89955,30357,2318,611890,219104,5373229,True,True,English,Large,0.0037882625962182745,0.07635800639061831,2.435706742260019,2505.715524428881,8.781364297504453,0.04321760032217906,0,0
MasterSnakou,225243465,124275,12948,1786,448316,73137,6565757,True,False,French,Elite,0.003983797143086573,0.1379363608279271,0.5885093542546771,1812.459987929994,14.645377367749534,0.07284759719334397,0,0
루시아 (lucia94),224762820,141705,8886,1603,82578,37026,5801449,True,False,Korean,Elite,0.019411949914020683,0.1803961287418411,0.26128929818990154,1586.131893722875,70.25417181331589,0.10288249481538782,0,0
Otzdarva,222546390,91905,14940,2387,262104,146762,3176930,True,False,English,Elite,0.009107072001953423,0.15977242302543507,1.5968880909634948,2421.482944344704,12.120875682935019,0.08882195788221837,0,0
꽃핀 (cherrypach),222377040,94125,10985,2369,240835,90457,6606649,True,False,Korean,Elite,0.009836610127265555,0.2156577150659991,0.9610305444887118,2362.571474103586,27.432262752506904,0.11776824400834161,0,0
Opat04,222161730,116775,9497,1814,178477,109720,6632006,True,False,Czech,Elite,0.0101637746040106,0.19100768663788564,0.9395846713765789,1902.476814386641,37.158883217445386,0.10482721763821955,0,0
icebergdoto,221837100,52380,16441,3746,171113,84551,6944929,True,False,Russian,Elite,0.021891966127646642,0.22784502159236056,1.614184803360061,4235.1489117983965,40.5867993665005,0.13164608280066034,0,0
P4wnyhof,221823735,181830,7196,1205,489174,6719,6891131,True,False,German,Elite,0.0024633361544154023,0.16745414118954974,0.036952098113622614,1219.9512456690316,14.08727978183632,0.08677373916765323,0,0
Mazarin1k,220905615,202410,9605,780,205378,68292,9980766,True,False,Czech,Elite,0.003797875137551247,0.08120770432066632,0.33739439751000444,1091.3769823625314,48.59705518604719,0.042232058956724466,0,0
김뚜띠_ (kimdduddi),219998175,90750,7244,2318,149158,67954,3549865,True,False,Korean,Elite,0.015540567720135696,0.31998895637769187,0.7488044077134987,2424.2223140495867,23.799360409766823,0.17573340556979508,0,0
옥냥이 (rooftopcat99),218888325,92805,8794,2256,214028,59213,5969221,True,False,Korean,Elite,0.010540676920776721,0.2565385490106891,0.6380367437099295,2358.5833198642313,27.889906928065486,0.13927331474516338,0,0
KingGothalion,218707740,34875,41994,5792,1015521,44907,3349456,True,False,English,Mega,0.0057034763436699,0.13792446539981904,1.2876559139784947,6271.189677419355,3.2982636498900564,0.07492774222811718,1,1
ItsSlikeR,218576850,95655,12762,2317,283503,154360,5243404,True,True,English,Elite,0.008172753022013876,0.1815546152640652,1.6137159583921383,2285.0541006742983,18.495056489702048,0.09991639883696067,0,0
Alinity,218509065,90150,17341,2441,1203324,255987,13908506,True,False,English,Mega,0.002028547589842802,0.14076466178421082,2.839567387687188,2423.838768718802,11.558404885134843,0.07714792934530475,1,1
TidesofTime,218415420,88485,12457,2104,251700,27110,2240586,True,False,English,Elite,0.008359157727453317,0.16890101950710443,0.30637961236367744,2468.389218511612,8.90181168057211,0.09108176697032427,0,0
GernaderJake,218318010,146295,21162,1347,295771,70693,8847646,True,False,English,Elite,0.004554199025597506,0.06365182874964559,0.48322225639974026,1492.3135445503947,29.913838746868354,0.03356260797085755,0,0
スタンミ (sutanmi),217833015,80190,7854,2683,53124,16505,3473483,True,False,Japanese,Elite,0.050504480084331,0.3416093710211357,0.20582366878663175,2716.461092405537,65.38444017769746,0.20456317155995363,0,0
DarioMocciaTwitch,217475940,103995,8160,1749,114376,96707,4356099,True,False,Italian,Elite,0.015291669581030986,0.21433823529411763,0.9299197076782537,2091.2153468916777,38.08577848499685,0.11986802796676908,0,0
bebe872,217343400,212205,4965,1087,70232,51251,2383295,True,False,English,Elite,0.015477275316095227,0.218932527693857,0.2415164581418911,1024.214321057468,33.934602460416905,0.12123317655413668,0,0
Lasqa,216969405,72210,10010,2863,135446,25351,5298356,True,True,Russian,Elite,0.021137575122188917,0.28601398601398603,0.35107325855144716,3004.700249272954,39.11784770314369,0.15996265229087936,0,0
六希夫 (qttsix),216951540,154035,9671,1412,118305,23620,8174656,True,False,Chinese,Elite,0.011935252102616119,0.14600351566539138,0.15334177297367482,1408.4561301003018,69.0981446261781,0.08054583489447585,0,0
Flight23white,216792240,31455,74388,7522,828896,704583,2016920,True,False,English,Large,0.009074721074778982,0.10111845996666129,22.399713876967095,6892.13924654268,2.4332606261822955,0.09301675447066117,0,1
Heelmike,216316170,101400,18963,2115,308927,208795,3406743,True,True,English,Elite,0.006846277599562356,0.1115329852871381,2.059122287968442,2133.2955621301776,11.027663493317192,0.06283589609740749,0,0
OGADotaPIT,216072855,18705,60846,10161,157820,48664,8333671,True,False,English,Elite,0.06438347484475986,0.16699536534858495,2.601657310879444,11551.609462710505,52.80491065771132,0.12326445932605905,0,0
SoloRenektonOnly,215806260,122985,5118,1735,391603,74554,4581141,True,False,English,Elite,0.004430507427164756,0.3389996092223525,0.6062040086189373,1754.7364312721063,11.698431830195377,0.17976589927227657,0,0
OfficialAndyPyro,215726910,209625,9676,1027,255595,29422,10284627,True,True,Finnish,Elite,0.004018075470959917,0.10613890037205456,0.14035539654144305,1029.108694096601,40.23798196365344,0.05523745195338883,0,0
k3soju,215233395,125865,7504,1647,76666,70939,2609837,True,False,English,Elite,0.02148279550256959,0.21948294243070363,0.5636118063004012,1710.033726611846,34.04164818824511,0.1252124696922854,0,0
SkyrrozTV,215122605,85890,17061,2185,597890,216436,6233611,True,False,French,Large,0.0036545183896703405,0.1280698669480101,2.5199208289672836,2504.6292350681106,10.426016491327836,0.07072139283918022,0,0
LeBouseuh,214699305,61455,24497,3678,988237,351530,4545514,True,False,French,Large,0.00372177928978575,0.15014083357145772,5.7201204133105525,3493.6019038320724,4.599619322085694,0.08789838259511966,0,1
BikeMan,214504440,136845,7223,1486,264192,11101,3531376,True,True,English,Elite,0.00562469718992248,0.20573169043333794,0.08112097628704008,1567.4992875150717,13.366703003875969,0.10880631847078343,0,0
Rubini,214130175,161985,5521,1284,102528,43426,7976244,True,True,Portuguese,Elite,0.012523408239700374,0.23256656402825576,0.26808655122387876,1321.9136031113992,77.79576310861424,0.12696589143840245,0,0
JLWaliid,213819030,94875,19603,2239,272391,246417,4345817,True,False,French,Elite,0.008219801682140745,0.11421721165127786,2.597280632411067,2253.6920158102766,15.954334027188857,0.06589182678486614,0,0
qSnake,212541900,152955,5441,1389,200878,37641,6296155,True,False,Russian,Elite,0.00691464470972431,0.25528395515530233,0.24609198783956066,1389.5714425811514,31.34317844661934,0.1360461485849994,0,0
Criken,212449905,113040,11050,1828,285509,32753,3593487,True,True,English,Elite,0.006402600268292769,0.16542986425339368,0.2897469922151451,1879.4223726114649,12.586247718986092,0.08818912345575318,0,0
Loserfruit,212318190,99525,42374,1816,1869993,790345,10477877,True,False,English,Mega,0.0009711266298857804,0.042856468589229244,7.941170560160764,2133.315146948003,5.603163755158442,0.03332220340391442,1,1
Broxah,212141310,46605,13137,4269,317896,209200,5351294,True,False,English,Elite,0.01342892014998616,0.32496003653802236,4.488788756571183,4551.900225297715,16.833473840501295,0.18361691787430254,0,0
JonVlogs,212114490,81180,21617,2239,480299,261559,3260166,True,False,Portuguese,Elite,0.00466167949548094,0.10357588934634779,3.2219635378171962,2612.890983000739,6.787784276044714,0.05944726777092754,0,0
ImSoFresh,211617645,180060,5788,1119,111954,36095,3673955,True,False,French,Elite,0.009995176590385338,0.19333102971665514,0.2004609574586249,1175.2618293902033,32.81664790896261,0.10471638753728252,0,0
BeBePtv,211307910,110010,14353,1865,57205,24674,63847323,True,False,Russian,Elite,0.03260204527576261,0.1299379920574096,0.22428870102717935,1920.8063812380692,1116.1143781138012,0.08295128493698008,0,0
TrilluXe,210899220,79170,27943,2095,412495,95629,7212835,True,False,German,Elite,0.00507884944059928,0.07497405432487564,1.2078944044461286,2663.8779840848806,17.485872556030984,0.04107342035319087,0,0
landonorris,209499930,30120,97550,6524,584831,457635,12694726,True,False,English,Large,0.011155359411522302,0.06687852383393132,15.193725099601593,6955.508964143426,21.70665713684808,0.06370570642855357,0,0
LotharHS,208564530,152235,14561,898,251812,136198,6742783,True,False,Polish,Elite,0.003566152526488015,0.061671588489801525,0.8946562879758269,1370.0169474825107,26.77705192762855,0.032694166845315446,0,0
ElcanaldeJoaco,208060515,20445,48072,8673,810622,758797,4893535,True,True,Spanish,Large,0.010699191485057154,0.18041687468796805,37.11406211787723,10176.596478356567,6.036765594814846,0.16091648906253578,0,1
CzechCloud,207938580,145050,8212,978,180668,111145,9000160,True,False,Czech,Elite,0.005413244182699758,0.11909400876765709,0.7662530162013099,1433.5648397104446,49.81601611796223,0.06390191268163438,0,0
chess24,207560115,82035,32856,1603,66198,49745,20337169,True,False,English,Elite,0.02421523308861295,0.04878865351838325,0.6063875175230085,2530.140976412507,307.2172724251488,0.03616859166037211,0,0
TheNo1Alex,206694345,176910,8554,1105,140855,30883,7225371,True,False,English,Elite,0.007844946931241348,0.12917933130699089,0.17456898988186084,1168.3587417330846,51.296517695502466,0.06951855240852838,0,0
Crystal_LoL,206487075,139725,7471,1466,167132,98846,5571500,True,False,Turkish,Elite,0.008771509944235693,0.19622540489894258,0.7074324566112006,1477.8105206655932,33.33592609434459,0.10647272327085322,0,0
WeAreTheVR,206446935,75975,20851,2688,410814,85526,9512134,True,True,Hungarian,Elite,0.006543107099563306,0.1289146803510623,1.125712405396512,2717.3008884501482,23.154356959597287,0.07031253462031951,0,0
AdzTV,206255820,137250,11247,1443,489577,167548,4236933,True,False,French,Elite,0.00294744238393552,0.12830088023472927,1.220750455373406,1502.7746448087432,8.654272974424861,0.06826809592665953,0,0
IrmanPlay,205792560,42570,17697,2612,252042,232876,3312084,False,False,Russian,Elite,0.010363352139722745,0.1475956376787026,5.470425182053089,4834.215644820296,13.141000309472231,0.0895972534314246,0,0
Tomato,205792050,76080,5358,2675,92634,36010,2200922,True,True,English,Elite,0.028877086167066086,0.4992534527808884,0.47331756046267087,2704.9428233438484,23.75933242653885,0.2773309219411218,0,0
쫀득이_ (pjs9073),205748130,79215,15654,2597,193757,115990,5979215,True,False,Korean,Elite,0.013403386716350893,0.16590008943401047,1.4642428832923058,2597.3380041658775,30.859349597691953,0.09409376584623258,0,0
runitup247,205746015,486000,1182,422,91608,30397,2424188,True,False,English,Elite,0.004606584577766134,0.3570219966159052,0.06254526748971194,423.3457098765432,26.46262335167234,0.1884948305286651,0,0
NeZaK_,205442370,134205,7262,1407,255840,207722,3017013,True,False,Italian,Elite,0.00549953095684803,0.19374827871109887,1.5477962818076823,1530.8101039454566,11.792577392120075,0.10487476159383918,0,0
피닉스박1 (xkwhd),205225605,179595,9938,1139,142209,50675,4794915,True,False,Korean,Elite,0.008009338368176416,0.11461058563091166,0.2821626437261616,1142.71335504886,33.717380756492204,0.06205917886889308,0,0
skill4ltu,205017270,135510,4049,1503,127741,46398,4548052,True,True,English,Elite,0.011765995256025865,0.3712027661150901,0.3423953951737879,1512.9309276068186,35.60369810789018,0.20023604168635498,0,0
ilMasseo,204889125,92370,8980,2184,617665,436741,4364008,True,False,Italian,Large,0.003535897290602511,0.24320712694877505,4.728169319042979,2218.1349464111727,7.0653315308460085,0.13548409016504534,0,0
Worrun_,204440715,94455,41881,1728,146163,103762,3425022,True,True,English,Elite,0.01182241743806572,0.041259759795611375,1.0985336932931025,2164.4244878513578,23.432893413517785,0.02653017434612558,0,0
brax,204330900,26010,28736,5295,574927,282648,4449212,True,False,English,Large,0.009209864904587887,0.18426364142538976,10.866897347174163,7855.859284890426,7.738742483828382,0.1176083922484157,0,0
rewinside,204116820,48420,24167,4455,1259972,372220,5349508,True,False,German,Mega,0.0035357928588889277,0.1843422849340009,7.687319289549773,4215.54770755886,4.245735619521704,0.10928386487986012,1,1
금사향 (sah_yang),204029970,125325,7143,1559,206794,108366,7584329,True,False,Korean,Elite,0.007538903449809956,0.21825563488730226,0.8646798324356673,1628.0069419509275,36.67576912289525,0.11778120132864832,0,0
HAchubby,203908095,73110,13675,2779,221461,159519,5075885,True,False,English,Elite,0.012548484834801614,0.20321755027422303,2.181903980303652,2789.0588838736153,22.919994942676137,0.11466054191974744,0,0
Recrent,203854050,129375,6781,1502,220789,120204,8936320,True,False,Russian,Elite,0.006802875143236303,0.22150125350243327,0.9291130434782608,1575.6834782608696,40.474480159790566,0.11922738269311622,0,0
iLame,203117655,161025,4911,1243,233263,66490,9831952,True,True,Russian,Elite,0.005328749094369875,0.25310527387497456,0.4129172488743984,1261.4044713553797,42.149642249306574,0.13434445347839755,0,0
ixxYjYxxi,203102445,37305,15223,5459,857099,409932,2378245,True,False,Arabic,Large,0.006369159221980191,0.3586021152203902,10.98866103739445,5444.3759549658225,2.7747611419450964,0.20880812648430305,0,1
Wingsofdeath,202858185,144150,7176,1343,473157,6267,2534023,True,False,English,Elite,0.0028383813406543707,0.1871516164994426,0.04347554630593132,1407.2714880332987,5.355564854794498,0.09742952421154245,0,0
mang0,202842615,140325,24391,1403,328671,53694,3077795,True,True,English,Elite,0.004268706396365971,0.057521216842277886,0.3826402993051844,1445.5201496525922,9.364364364364365,0.02999051974282327,0,0
Kamikatze,202635300,126900,8509,1586,107476,36955,4997073,True,False,German,Elite,0.014756782909672857,0.18639088024444705,0.29121355397951143,1596.8108747044917,46.494780230004835,0.10367898541224023,0,0
Philza,202591425,62925,24611,2991,527540,292543,5158370,True,False,English,Large,0.005669712249308109,0.12153102271342082,4.649074294795391,3219.569725864124,9.778159002160974,0.07192209436190093,0,0
Kurumx,202487955,131190,16413,1543,50286,49439,2485867,True,False,English,Elite,0.030684484747245753,0.09401084506184122,0.37685036969281194,1543.4709581522982,49.43457423537366,0.06314995139284428,0,0
Pieface23,201823125,93360,14072,2149,238155,127444,2037389,True,False,English,Elite,0.009023535092691734,0.1527146105741899,1.3650814053127678,2161.772975578406,8.554886523482606,0.08464080850777995,0,0
CurtisRyan,201233880,162660,7245,1205,65688,33141,3760730,True,True,English,Elite,0.018344294239434903,0.1663216011042098,0.20374400590188121,1237.1442272224272,57.25140056022409,0.09476060488905896,0,0
CalebDMTG,200582400,121635,5446,1608,71327,9005,1563033,True,False,English,Elite,0.02254405764997827,0.29526257803892764,0.0740329674846878,1649.0516709828585,21.9136231721508,0.1651336328452979,0,0
MarkiLokurasY,200552295,71070,26329,2714,923377,417223,7000112,True,False,Spanish,Large,0.0029392111780995197,0.10308025371263625,5.870592373716055,2821.8980582524273,7.580990213098225,0.06278123948533465,0,1
JLBichouu,200256675,90720,16461,2039,212578,150452,4001304,True,False,French,Elite,0.009591773372597352,0.1238685377559079,1.6584215167548502,2207.4148478835978,18.822756823377773,0.0701345701530293,0,0
나나양 (nanayango3o),199960005,122025,6411,1589,147351,63332,4789098,True,False,Korean,Elite,0.010783774796234841,0.24785524879114024,0.5190083999180496,1638.680639213276,32.50129283140257,0.13459222927050404,0,0
DavyJones,199829100,48375,44526,4111,955846,454965,10940319,True,False,Portuguese,Large,0.004300902028150979,0.09232807797691236,9.404961240310078,4130.834108527132,11.445692088474503,0.06379140937950664,0,1
Fairlight_Excalibur,199826220,163650,19156,1208,408958,5162,1645770,True,False,English,Elite,0.0029538485614659694,0.0630611818751305,0.031542926978307365,1221.0584784601283,4.024300783943583,0.03164546084946523,0,0
PG_Esports,199821495,107715,24734,1933,112874,41935,16923320,True,False,Italian,Elite,0.017125290146535074,0.0781515323037115,0.3893143944668802,1855.0944158195236,149.93107358647697,0.04766817862677514,0,0
StreamerHouse,199501650,496545,12609,402,630255,10659,2800864,True,False,English,Large,0.0006378370659494967,0.03188198905543659,0.021466332356583996,401.7795970153762,4.444017104187988,0.013878165988203524,0,1
Peereira7,198252765,133800,14532,1377,377689,361206,6222094,True,True,Spanish,Elite,0.0036458567763424403,0.09475639966969447,2.699596412556054,1481.7097533632286,16.47412024178623,0.05335072878840306,0,0
Twitch,198083340,12015,130795,9190,1189614,223168,46395022,True,False,English,Mega,0.007725194895150864,0.07026262471807027,18.57411568872243,16486.337078651686,39.00006388626899,0.06944730775306775,1,1
Sev7n,197315655,183630,31836,1037,469944,225963,7453572,True,False,Portuguese,Elite,0.0022066458982346834,0.0325731875863802,1.2305342264335892,1074.5284267276588,15.86055359787549,0.017118265259484924,0,0
Wardiii,196743645,104280,9459,1670,76777,31905,3970743,True,False,English,Elite,0.021751305729580474,0.17655143249814992,0.30595512082853854,1886.6862773302646,51.717871237479976,0.10214219463421188,0,0
자동 (tranth),196585155,142260,5451,1402,85764,11733,5114165,True,False,Korean,Elite,0.016347185299193136,0.257200513667217,0.08247574862927035,1381.8723112610712,59.63067254325824,0.1417173812125068,0,0
Kubon_,195943620,145845,9545,1323,267984,25721,6142647,True,False,Polish,Elite,0.004936861902203117,0.1386066003143007,0.17635846275155131,1343.5059138126094,22.9216930861544,0.07300163430649234,0,0
KarasMai,195800370,138300,6728,1374,281664,139915,3975842,True,False,English,Elite,0.0048781526925698706,0.20422116527942924,1.0116775126536515,1415.7655097613883,14.11554902294933,0.10919483693145447,0,0
Sloot,195525465,207555,21283,937,205002,23506,4415937,True,False,English,Elite,0.004570687115247656,0.044025748249776814,0.11325190913251909,942.0416997904169,21.54094594199081,0.022532270760772393,0,0
LPMassive,195448335,81270,18813,2181,315264,22874,2409670,True,False,German,Elite,0.006918011571254568,0.11593047360867485,0.28145687215454657,2404.925987449243,7.643340184734064,0.062187447652616364,0,0
羅傑 (roger9527),195398655,34620,12707,5401,131484,22369,4197860,True,False,Chinese,Elite,0.04107724133734903,0.42504131581018334,0.6461294049682265,5644.0974870017335,31.92677436037845,0.2446379478937483,0,0
ChicaLive,195344370,92445,14928,2045,1041932,631422,2776587,True,False,English,Mega,0.0019627000610404517,0.13699088960342978,6.830245010546812,2113.0874574071067,2.6648447307501835,0.08188818412223278,1,1
도현_ (d_obby),195270330,129525,16860,1401,195405,153300,5913454,True,False,Korean,Elite,0.007169724418515391,0.08309608540925267,1.1835552982049797,1507.5879559930515,30.262552135308717,0.04643379965971562,0,0
Valkia,194961090,106335,23519,1008,308459,146451,8091070,True,False,English,Elite,0.0032678573165315326,0.04285896509205323,1.3772605445055721,1833.4611369727747,26.230617359195225,0.023378467062717304,0,0
caps,194376465,17865,26754,10170,479368,270611,6373471,True,False,English,Elite,0.02121543365431151,0.38013007400762505,15.147551077525888,10880.294710327456,13.295570417716661,0.23505318598619176,0,0
龜狗 (gueigotv),194262165,134895,9918,1373,165232,25466,6005834,True,True,Chinese,Elite,0.008309528420644911,0.13843516838072192,0.18878386893509766,1440.0990770599356,36.347886607920984,0.07469541660468468,0,0
Alfie,194074230,181755,15588,971,183885,33462,3380440,True,False,English,Elite,0.005280474209424369,0.06229150628688735,0.18410497647932655,1067.779318313114,18.38344617559888,0.03271287534505871,0,0
NiceWigg,193912155,130140,13013,1475,184033,111498,2871081,True,False,English,Elite,0.008014866898871398,0.11334819027126719,0.856754264638082,1490.027316735823,15.60090309890074,0.06236813166190928,0,0
zEkO,193867860,44970,21313,4440,743040,370683,5338943,True,True,Spanish,Large,0.005975452196382429,0.20832355839159197,8.242895263509006,4311.048699132755,7.185269972006891,0.12422395965648063,0,1
x6FlipiN,193573740,61095,19304,2712,279204,186655,6462906,True,True,Spanish,Elite,0.009713327889285254,0.1404890178201409,3.0551599967264096,3168.4055978394304,23.147612498388277,0.08138629767887835,0,0
JASONR,193460805,188205,33902,992,777611,136800,6183865,True,False,English,Large,0.0012757021184113908,0.02926081057164769,0.7268669801546186,1027.9259583964295,7.952388790796427,0.014019130793468256,0,1
Dhalucard,192609885,83400,22306,1828,269408,97678,7444967,True,False,German,Elite,0.006785247654115691,0.08195104456200125,1.171199040767386,2309.4710431654676,27.634543146454448,0.045604378171269284,0,0
duckmanzch,192428310,129945,14684,1363,122694,75228,9240202,True,False,Thai,Elite,0.011108937682364256,0.09282211931353855,0.5789218515525799,1480.844280272423,75.3109524508126,0.052626164973418016,0,0
MrBboy45,191523465,110835,9408,1659,318995,57504,6445684,True,False,French,Elite,0.005200708475054468,0.17633928571428573,0.5188252808228447,1728.0052781161185,20.206222668066896,0.09373656790957356,0,0
인간젤리 (ses836),190448565,157200,7683,1213,105730,29332,5099767,True,False,Korean,Elite,0.011472618935023172,0.15788103605362488,0.18659033078880408,1211.5048664122137,48.23386928970018,0.08666084548866576,0,0
AladdinTV,189890160,131490,4279,1416,110211,45168,4298260,True,False,German,Elite,0.012848082314832457,0.33091843888759054,0.3435090120921743,1444.1414556240018,39.00028127863825,0.17943481851926577,0,0
miniminter,189756300,41400,27188,4215,858427,588461,16598800,True,False,English,Large,0.004910143786250898,0.15503163160217742,14.21403381642512,4583.485507246377,19.33629767004067,0.10553749721633121,0,1
ClintStevens,189206565,40125,15223,4445,393432,102753,2303521,True,False,English,Elite,0.011298013379694586,0.2919923799513893,2.560822429906542,4715.4284112149535,5.854940625063543,0.16174098682924704,0,0
NoctisAK47,189081300,171270,7264,1052,73584,41176,6381664,True,True,Thai,Elite,0.014296586214394433,0.1448237885462555,0.24041571787236526,1103.9954457873532,86.72624483583388,0.08130268163232901,0,0
Daxak,188764350,84855,7721,2061,116897,64239,5857325,True,False,Russian,Elite,0.017630905840184095,0.26693433493070845,0.7570443698073184,2224.5518826232988,50.10671787984294,0.1486974689258745,0,0
ThaldrinLol,188750280,112095,11305,1671,521166,95126,7822019,True,False,Turkish,Large,0.003206272089890745,0.14781070322865988,0.8486194745528346,1683.8420982202597,15.008690129440524,0.07812058307952148,0,0
olyashaa,187722975,77730,9142,2296,559877,138621,14210392,True,False,Russian,Large,0.004100900733553977,0.25114854517611024,1.7833654959475107,2415.0646468544965,25.381274815718452,0.13499157269400672,0,0
Jay3,187658970,165585,9514,1111,189654,124100,3079327,True,False,English,Elite,0.0058580362133147735,0.116775278536893,0.749464021499532,1133.3089953800163,16.23655182595674,0.06287601413800206,0,0
SovietWomble,187497450,63360,9616,2900,1368076,214775,5846971,True,True,English,Mega,0.002119765276198106,0.30158069883527455,3.3897569444444446,2959.240056818182,4.2738641712887295,0.16343529275909077,1,1
GodHunt,187099860,94590,19032,1820,202883,30738,7464390,True,False,Russian,Elite,0.008970687539123534,0.09562841530054644,0.3249603552172534,1978.0088804313352,36.79159909898809,0.05256540239309047,0,0
Everyeyeit,187019640,133125,18421,1236,86590,42213,52155951,True,False,Italian,Elite,0.014274165608037879,0.06709733456381305,0.3170929577464789,1404.842366197183,602.3322670054279,0.04019090786268792,0,0
Speedrun,186800430,500010,16604,375,93358,51098,13863239,True,False,English,Elite,0.0040167955611731185,0.022584919296555046,0.10219395612087759,373.59338813223735,148.49545834315217,0.010850496528684571,0,0
iamSometimes,186597300,102870,23238,2004,179552,99162,4766495,True,False,Thai,Elite,0.011161112101229727,0.08623805835269817,0.9639545056867892,1813.9136774569845,26.5465993138478,0.0498147279035421,0,0
Broeki1,186562710,141675,13091,1317,150944,25995,4702541,True,True,German,Elite,0.008725090099639602,0.10060346803147201,0.18348332451032293,1316.8357861302277,31.154209508161966,0.05483576923703228,0,0
hexy,186060390,90495,14020,2092,336093,20006,2855592,True,False,English,Elite,0.0062244676324707746,0.1492154065620542,0.2210729874578706,2056.029504392508,8.496434022725852,0.079378348486698,0,0
Etoiles,185982570,78165,45364,2090,220873,167386,6466352,True,False,French,Elite,0.009462451272903433,0.0460717749757517,2.141444380477196,2379.3586643638455,29.27633526958931,0.02961960854467829,0,0
xChocoBars,185905980,96300,37216,1917,583881,107350,8679867,True,False,English,Large,0.003283203255457876,0.05151010318142734,1.1147455867082035,1930.4878504672897,14.865815123287108,0.02752974453598517,0,0
GN_GG,185795730,108075,4859,1715,91514,14734,3333965,True,False,Russian,Elite,0.018740302030290448,0.3529532825684297,0.13633125144575525,1719.136988202637,36.4312017833337,0.19385260221472697,0,0
SheriffEli,185394810,143400,5988,1291,265814,11832,2355559,True,True,English,Elite,0.004856779552619501,0.21559786239144957,0.08251046025104602,1292.8508368200837,8.861681476521177,0.11364066536003053,0,0
iateyourpie,184820460,181335,10962,987,124020,7942,4878552,True,False,English,Elite,0.007958393807450411,0.09003831417624521,0.0437973915680922,1019.221110100091,39.33681664247702,0.04859333300042135,0,0
KYR_SP33DY,184233300,95055,6607,1879,706212,66637,2451110,True,False,English,Large,0.002660674131847094,0.2843953382775844,0.7010362421755826,1938.1757929619694,3.4707849767491914,0.15003644326830454,0,1
armateam,183066645,379680,3181,479,187315,8680,3569807,True,False,French,Elite,0.002557189760563756,0.15058157812008802,0.022861356932153392,482.1603587231353,19.05777433734618,0.07784878270065812,0,0
JeelTV,182390235,99870,7302,1768,357385,276765,6668409,True,False,French,Elite,0.004947045902877849,0.24212544508353875,2.771252628416942,1826.276509462301,18.658894469549644,0.13232521514505616,0,0
Pengu,182358345,70665,7707,2452,775987,241309,5240516,True,True,English,Large,0.0031598467500099873,0.31815232905151164,3.4148305384560955,2580.6034812141797,6.753355404149811,0.1728122204063367,0,1
